imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,baro_pressure_hPa,baro_temperature_C,baro_altitude_m,baro_climbRate_mps,gps_latE7,gps_lonE7,gps_altitude_m,gps_speed_mps,gps_heading_deg,gps_sats,gps_fix,roll_deg,filterRoll_deg,pitch_deg,yaw_deg,servoDegree_deg,baroTimeMs,gpsTimeMs,aTimeMs,aRxTimeMs,state,timeMs,stateStr
0.0,0.0,0.0,0.0,0.0,0.0,1019.6155395507812,17.790000915527344,0.031157640740275383,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,4626,4626,258,4626,0,4626,STANDBY
0.0,0.0,9.8100004196167,0.0,0.0,0.0,1019.6123657226562,17.790000915527344,0.05712234228849411,0.10385880619287491,0,0,0.0,0.0,0.0,0,0,0.00878933072090149,0.0,-0.013061922043561935,-0.9998779296875,0.0,4726,4726,3606,4712,0,4726,STANDBY
0.009999999776482582,0.0,9.800000190734863,0.0,0.0,0.0,1019.6123657226562,17.790000915527344,0.05712234228849411,0.06646963953971863,0,0,0.0,0.0,0.0,0,0,0.008606219664216042,0.0,-0.012909329496324062,-0.9998779296875,0.0,4826,4826,3700,4806,0,4826,STANDBY
0.009999999776482582,0.0,9.8100004196167,0.0,0.0,0.0,1019.6146240234375,17.799999237060547,0.03894704952836037,-0.03016059845685959,0,0,0.0,0.0,0.0,0,0,0.008239997550845146,0.0,-0.012970366515219212,-0.9998779296875,0.0,4926,4926,3814,4921,0,4926,STANDBY
0.029999999329447746,0.0,9.800000190734863,0.0,0.0,0.0,1019.6129760742188,17.799999237060547,0.051929399371147156,0.03262661397457123,0,0,0.0,0.0,0.0,0,0,0.00799584947526455,0.0,-0.012939848005771637,-0.9998779296875,0.0,5026,5026,3908,5015,0,5026,STANDBY
0.009999999776482582,-0.009999999776482582,9.800000190734863,0.0,0.0,0.0,1019.6136474609375,17.799999237060547,0.0467364601790905,0.0042636278085410595,0,0,0.0,0.0,0.0,0,0,0.007751701399683952,0.0,-0.012787255458533764,-0.9998779296875,0.0,5126,5126,4003,5110,0,5126,STANDBY
-0.07000000029802322,0.0,9.8100004196167,0.0,0.0,0.0,1019.6136474609375,17.799999237060547,0.0467364601790905,0.0027287218254059553,0,0,0.0,0.0,0.0,0,0,0.008087405003607273,0.0,-0.012787255458533764,-0.9998779296875,0.0,5226,5226,4117,5224,0,5226,STANDBY
-0.11999999731779099,0.009999999776482582,9.8100004196167,0.0,0.0,0.0,1019.6136474609375,17.799999237060547,0.0467364601790905,0.00174638198222965,0,0,0.0,0.0,0.0,0,0,0.009887997061014175,0.0,-0.01269569993019104,-0.9998779296875,0.0,5326,5326,4212,5318,0,5326,STANDBY
0.019999999552965164,0.0,9.800000190734863,0.0,0.0,0.0,1019.6140747070312,17.799999237060547,0.041543520987033844,-0.01549972128123045,0,0,0.0,0.0,0.0,0,0,0.009552293457090855,0.0,-0.012451551854610443,-0.9998779296875,0.0,5426,5426,4306,5413,0,5426,STANDBY
0.009999999776482582,-0.009999999776482582,9.819999694824219,0.0,0.0,0.0,1019.6107788085938,17.799999237060547,0.0701046884059906,0.08147590607404709,0,0,0.0,0.0,0.0,0,0,0.008850367739796638,0.0,-0.012482070364058018,-0.9998779296875,0.0,5526,5526,4402,5508,0,5526,STANDBY
-0.05000000074505806,0.0,9.8100004196167,0.0,0.0,0.0,1019.6115112304688,17.799999237060547,0.062315281480550766,0.037604354321956635,0,0,0.0,0.0,0.0,0,0,0.009033478796482086,0.0,-0.01235999632626772,-0.9998779296875,0.0,5626,5626,4515,5621,0,5626,STANDBY
-0.05999999865889549,0.009999999776482582,9.8100004196167,0.0,0.0,0.0,1019.60986328125,17.799999237060547,0.07789409905672073,0.08638205379247665,0,0,0.0,0.0,0.0,0,0,0.00958281196653843,0.0,-0.012329477816820145,-0.9998779296875,0.0,5726,5726,4610,5716,0,5726,STANDBY
-0.05999999865889549,0.0,9.819999694824219,0.0,0.0,0.0,1019.6121826171875,17.809999465942383,0.05712234228849411,-0.02780250832438469,0,0,0.0,0.0,0.0,0,0,0.00991851557046175,0.0,-0.012054811231791973,-0.9998779296875,0.0,5826,5826,4705,5812,0,5826,STANDBY
0.05999999865889549,0.0,9.8100004196167,0.0,0.0,0.0,1019.6121826171875,17.809999465942383,0.05712234228849411,-0.017793606966733932,0,0,0.0,0.0,0.0,0,0,0.00946073792874813,0.0,-0.012024292722344398,-0.9998779296875,0.0,5926,5926,4818,5925,0,5926,STANDBY
0.1599999964237213,0.029999999329447746,9.779999732971191,0.0,0.0,0.0,1019.6121826171875,17.809999465942383,0.05712234228849411,-0.011387908831238747,0,0,0.0,0.0,0.0,0,0,0.006714072078466415,0.0,-0.012176885269582272,-0.999908447265625,0.0,6026,6026,4913,6020,0,6026,STANDBY
0.0,0.0,9.8100004196167,0.0,0.0,0.0,1019.6161499023438,17.809999465942383,0.025964699685573578,-0.10699272155761719,0,0,0.0,0.0,0.0,0,0,0.006317331455647945,0.0,-0.011993774212896824,-0.999908447265625,0.0,6126,6126,5008,6115,0,6126,STANDBY
-0.05000000074505806,0.0,9.819999694824219,0.0,0.0,0.0,1019.6161499023438,17.809999465942383,0.025964699685573578,-0.06847534328699112,0,0,0.0,0.0,0.0,0,0,0.006988738663494587,0.0,-0.012085329741239548,-0.999908447265625,0.0,6226,6226,5102,6209,0,6226,STANDBY
-0.10999999940395355,0.019999999552965164,9.829999923706055,0.0,0.0,0.0,1019.6165771484375,17.809999465942383,0.020771760493516922,-0.060441624373197556,0,0,0.0,0.0,0.0,0,0,0.009094515815377235,0.0,-0.01196325570344925,-0.9998779296875,0.0,6326,6326,5216,6323,0,6326,STANDBY
