imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,baro_pressure_hPa,baro_temperature_C,baro_altitude_m,baro_climbRate_mps,gps_latE7,gps_lonE7,gps_altitude_m,gps_speed_mps,gps_heading_deg,gps_sats,gps_fix,roll_deg,filterRoll_deg,pitch_deg,yaw_deg,veltotal_cmps,velimu_cmps,servoDeg1_deg,servoDeg2_deg,baroTimeMs,gpsTimeMs,aTimeMs,aRxTimeMs,state,timeMs,stateStr
0.0,0.0,0.0,0.0,0.0,0.0,1004.1571044921875,25.360000610351562,0.10385879874229431,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,4501,4501,2270,4501,0,4501,STANDBY
0.75,-0.3199999928474426,9.710000038146973,0.0,0.0,0.0,1004.1773681640625,25.360000610351562,-0.04051791876554489,0.0,0,0,0.0,0.0,0.0,0,0,-0.03869746997952461,0.0,-0.01031525619328022,-0.9060640335083008,0.0,0.0,79.0,79.0,4601,4601,4586,4592,0,4601,STANDBY
0.699999988079071,-0.30000001192092896,9.720000267028809,0.0,0.0,0.0,1004.1612548828125,25.360000610351562,0.012359162792563438,-0.27449890971183777,0,0,0.0,0.0,0.0,0,0,-0.0395519882440567,0.0,-0.011474959552288055,-0.9055147171020508,0.0,0.0,79.0,79.0,4701,4701,4684,4690,0,4701,STANDBY
0.6700000166893005,-0.3199999928474426,9.720000267028809,0.0,0.0,0.0,1004.19482421875,25.360000610351562,-0.1325916051864624,-0.35241398215293884,0,0,0.0,0.0,0.0,0,0,-0.039674062281847,0.0,-0.012176885269582272,-0.904416024684906,0.0,0.0,79.0,79.0,4801,4801,4783,4790,0,4801,STANDBY
-0.07999999821186066,-0.38999998569488525,9.680000305175781,0.0,0.0,0.0,1004.2079467773438,25.3700008392334,-0.2704765796661377,-1.0917068719863892,0,0,0.0,0.0,0.0,0,0,-0.034455396234989166,0.0,-0.01065095979720354,-0.903378427028656,0.0,0.0,79.0,79.0,4901,4901,4881,4888,0,4901,STANDBY
0.75,-0.3499999940395355,9.720000267028809,0.0,0.0,0.0,1004.2045288085938,25.3700008392334,-0.3008260130882263,-1.0137566328048706,0,0,0.0,0.0,0.0,0,0,-0.03494369238615036,0.0,-0.01077303383499384,-0.903561532497406,0.0,0.0,79.0,79.0,5001,5001,4980,4986,0,5001,STANDBY
0.5299999713897705,-0.25999999046325684,9.75,0.0,0.0,0.0,1004.1878051757812,25.3700008392334,-0.19001376628875732,0.05003295838832855,0,0,0.0,0.0,0.0,0,0,-0.03704947233200073,0.0,-0.011749626137316227,-0.903744637966156,0.0,0.0,79.0,79.0,5101,5101,5079,5085,0,5101,STANDBY
0.7799999713897705,-0.33000001311302185,9.729999542236328,0.0,0.0,0.0,1004.1642456054688,25.3700008392334,-0.03333677351474762,1.028717279434204,0,0,0.0,0.0,0.0,0,0,-0.03506576642394066,0.0,-0.011291848495602608,-0.9024323225021362,0.0,0.0,79.0,79.0,5201,5201,5193,5200,0,5201,STANDBY
0.49000000953674316,-0.36000001430511475,9.729999542236328,0.0,0.0,0.0,1004.178466796875,25.3799991607666,-0.05858922004699707,0.8027054667472839,0,0,0.0,0.0,0.0,0,0,-0.034363843500614166,0.0,-0.010498367249965668,-0.9021881818771362,0.0,0.0,79.0,79.0,5301,5301,5293,5299,0,5301,STANDBY
0.5,-0.3100000023841858,9.720000267028809,0.0,0.0,0.0,1004.1657104492188,25.3799991607666,-0.019004609435796738,0.2286892533302307,0,0,0.0,0.0,0.0,0,0,-0.03482161834836006,0.0,-0.010498367249965668,-0.9031952619552612,0.0,0.0,79.0,79.0,5401,5401,5391,5397,0,5401,STANDBY
