imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,baro_pressure_hPa,baro_temperature_C,baro_altitude_m,baro_climbRate_mps,gps_latE7,gps_lonE7,gps_altitude_m,gps_speed_mps,gps_heading_deg,gps_sats,gps_fix,roll_deg,filterRoll_deg,pitch_deg,yaw_deg,servoDegree_deg,baroTimeMs,gpsTimeMs,aTimeMs,aRxTimeMs,state,timeMs,stateStr
-0.07999999821186066,-0.1899999976158142,9.800000190734863,0.0,0.0,0.0,1019.7115478515625,19.68000030517578,-0.05712234228849411,0.0,0,0,0.0,0.0,0.0,0,0,-0.0002136295661330223,-41.36000061035156,0.010559404268860817,-0.9626758694648743,0.0,4582,4582,634327,4582,0,4582,STANDBY
-0.05999999865889549,-0.20000000298023224,9.800000190734863,0.0,0.0,0.0,1019.7109375,19.68000030517578,-0.051929399371147156,0.020771771669387817,0,0,0.0,0.0,0.0,0,0,-0.00015259254723787308,-41.36000061035156,0.010803552344441414,-0.964049220085144,0.0,4682,4682,638796,4680,0,4682,STANDBY
-0.05000000074505806,-0.1899999976158142,9.800000190734863,0.0,0.0,0.0,1019.7142333984375,19.68000030517578,-0.07789409905672073,-0.09056485444307327,0,0,0.0,0.0,0.0,0,0,-0.00015259254723787308,-41.36000061035156,0.01077303383499384,-0.9636829495429993,0.0,4782,4782,638893,4775,0,4782,STANDBY
-0.05000000074505806,-0.20999999344348907,9.800000190734863,0.0,0.0,0.0,1019.7151489257812,19.68000030517578,-0.08308704197406769,-0.07457892596721649,0,0,0.0,0.0,0.0,0,0,-0.0002136295661330223,-41.36000061035156,0.010803552344441414,-0.9635303616523743,0.0,4882,4882,638988,4872,0,4882,STANDBY
-0.05000000074505806,-0.18000000715255737,9.800000190734863,0.0,0.0,0.0,1019.7145385742188,19.68000030517578,-0.07789409905672073,-0.031113097444176674,0,0,0.0,0.0,0.0,0,0,-0.0002136295661330223,-41.36000061035156,0.010742515325546265,-0.9637745022773743,0.0,4982,4982,639083,4967,0,4982,STANDBY
-0.05000000074505806,-0.1899999976158142,9.800000190734863,0.0,0.0,0.0,1019.7193603515625,19.68000030517578,-0.11943762004375458,-0.1528516560792923,0,0,0.0,0.0,0.0,0,0,-0.0002136295661330223,-41.36000061035156,0.010620441287755966,-0.9634082913398743,0.0,5082,5082,639179,5062,0,5082,STANDBY
-0.05000000074505806,-0.1899999976158142,9.800000190734863,0.0,0.0,0.0,1019.7171020507812,19.670000076293945,-0.09866586327552795,-0.031355440616607666,0,0,0.0,0.0,0.0,0,0,-0.0002136295661330223,-41.36000061035156,0.01071199681609869,-0.9630420804023743,0.0,5182,5182,639293,5177,0,5182,STANDBY
-0.05000000074505806,-0.20000000298023224,9.800000190734863,0.0,0.0,0.0,1019.7164306640625,19.670000076293945,-0.093472920358181,-0.003450064454227686,0,0,0.0,0.0,0.0,0,0,-0.0001831110566854477,-41.36000061035156,0.010681478306651115,-0.9631336331367493,0.0,5282,5282,639389,5272,0,5282,STANDBY
-0.05999999865889549,-0.20000000298023224,9.800000190734863,0.0,0.0,0.0,1019.7157592773438,19.670000076293945,-0.08827998489141464,-0.006362408399581909,0,0,0.0,0.0,0.0,0,0,-3.0518509447574615e-05,-41.36000061035156,0.010834070853888988,-0.9630115628242493,0.0,5382,5382,639484,5368,0,5382,STANDBY
-0.05000000074505806,-0.1899999976158142,9.800000190734863,0.0,0.0,0.0,1019.7134399414062,19.670000076293945,-0.07270116358995438,0.058243341743946075,0,0,0.0,0.0,0.0,0,0,-6.103701889514923e-05,-41.36000061035156,0.01077303383499384,-0.9633167386054993,0.0,5482,5482,639581,5464,0,5482,STANDBY
-0.05000000074505806,-0.1899999976158142,9.800000190734863,0.0,0.0,0.0,1019.7111206054688,19.65999984741211,-0.051929399371147156,0.12036280333995819,0,0,0.0,0.0,0.0,0,0,-0.0001831110566854477,-41.36000061035156,0.010864589363336563,-0.9629505276679993,0.0,5582,5582,639695,5579,0,5582,STANDBY
-0.05000000074505806,-0.1899999976158142,9.789999961853027,0.0,0.0,0.0,1019.712646484375,19.65999984741211,-0.062315281480550766,0.03548867255449295,0,0,0.0,0.0,0.0,0,0,-0.00012207403779029846,-41.36000061035156,0.01077303383499384,-0.9632251858711243,0.0,5682,5682,639791,5675,0,5682,STANDBY
-0.05999999865889549,-0.20000000298023224,9.800000190734863,0.0,0.0,0.0,1019.7103271484375,19.65999984741211,-0.0467364601790905,0.0850280374288559,0,0,0.0,0.0,0.0,0,0,-9.155552834272385e-05,-41.36000061035156,0.010864589363336563,-0.9634388089179993,0.0,5782,5782,639887,5770,0,5782,STANDBY
-0.05000000074505806,-0.18000000715255737,9.8100004196167,0.0,0.0,0.0,1019.7136840820312,19.65999984741211,-0.07270116358995438,-0.04944087564945221,0,0,0.0,0.0,0.0,0,0,-3.0518509447574615e-05,-41.36000061035156,0.01071199681609869,-0.9632862210273743,0.0,5882,5882,639982,5866,0,5882,STANDBY
-0.05000000074505806,-0.20999999344348907,9.789999961853027,0.0,0.0,0.0,1019.711669921875,19.65999984741211,-0.05712234228849411,0.018210068345069885,0,0,0.0,0.0,0.0,0,0,-3.0518509447574615e-05,-41.36000061035156,0.01077303383499384,-0.9631641507148743,0.0,5982,5982,640097,5981,0,5982,STANDBY
-0.05000000074505806,-0.18000000715255737,9.800000190734863,0.0,0.0,0.0,1019.7149047851562,19.65999984741211,-0.08308704197406769,-0.07143259048461914,0,0,0.0,0.0,0.0,0,0,6.103701889514923e-05,-41.36000061035156,0.010620441287755966,-0.9635303616523743,0.0,6082,6082,640193,6076,0,6082,STANDBY
-0.05999999865889549,-0.1899999976158142,9.8100004196167,0.0,0.0,0.0,1019.7159423828125,19.65999984741211,-0.08827998489141464,-0.06233427673578262,0,0,0.0,0.0,0.0,0,0,0.0,-41.36000061035156,0.01065095979720354,-0.9635913968086243,0.0,6182,6182,640288,6172,0,6182,STANDBY
-0.05000000074505806,-0.1899999976158142,9.800000190734863,0.0,0.0,0.0,1019.7139282226562,19.649999618530273,-0.07270116358995438,0.009958291426301003,0,0,0.0,0.0,0.0,0,0,-6.103701889514923e-05,-41.36000061035156,0.01071199681609869,-0.9635913968086243,0.0,6282,6282,640385,6267,0,6282,STANDBY
-0.05000000074505806,-0.18000000715255737,9.8100004196167,0.0,0.0,0.0,1019.7164916992188,19.649999618530273,-0.093472920358181,-0.05594196170568466,0,0,0.0,0.0,0.0,0,0,0.0,-41.36000061035156,0.01065095979720354,-0.9633167386054993,0.0,6382,6382,640480,6364,0,6382,STANDBY
-0.05000000074505806,-0.1899999976158142,9.8100004196167,0.0,0.0,0.0,1019.714111328125,19.649999618530273,-0.07789409905672073,0.026512429118156433,0,0,0.0,0.0,0.0,0,0,-9.155552834272385e-05,-41.36000061035156,0.010589922778308392,-0.9631031155586243,0.0,6482,6482,640594,6478,0,6482,STANDBY
-0.05000000074505806,-0.20000000298023224,9.800000190734863,0.0,0.0,0.0,1019.7134399414062,19.649999618530273,-0.07270116358995438,0.037739697843790054,0,0,0.0,0.0,0.0,0,0,-0.0002136295661330223,-41.36000061035156,0.010681478306651115,-0.9630725979804993,0.0,6582,6582,640691,6575,0,6582,STANDBY
