imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,baro_pressure_hPa,baro_temperature_C,baro_altitude_m,baro_climbRate_mps,gps_latE7,gps_lonE7,gps_altitude_m,gps_speed_mps,gps_heading_deg,gps_sats,gps_fix,roll_deg,filterRoll_deg,pitch_deg,yaw_deg,servoDegree_deg,veltotal_cmps,velimu_cmps,baroTimeMs,gpsTimeMs,aTimeMs,aRxTimeMs,state,timeMs,stateStr
-1.2899999618530273,0.15000000596046448,9.65999984741211,0.0,0.0,0.0,1006.7020263671875,24.31999969482422,0.1272270381450653,0.0,0,0,0.0,0.0,0.0,0,0,0.06118961051106453,0.0,-0.008941923268139362,-0.9462263584136963,-89.0,-89.0,0.0,4514,4514,80330,4514,0,4514,STANDBY
-0.9599999785423279,0.5299999713897705,9.6899995803833,0.0,0.0,0.0,1006.723876953125,24.309999465942383,-0.03135886788368225,0.0,0,0,0.0,0.0,0.0,0,0,0.05471968650817871,0.0,-0.012939848005771637,-0.9522080421447754,-89.0,-89.0,0.0,4614,4614,84730,4609,0,4614,STANDBY
-0.9300000071525574,0.5699999928474426,9.6899995803833,0.0,0.0,0.0,1006.7362670898438,24.31999969482422,-0.10745671391487122,-0.7040512561798096,0,0,0.0,0.0,0.0,0,0,0.05493331700563431,0.0,-0.012604144401848316,-0.9524216651916504,-89.0,-89.0,0.0,4714,4714,84836,4713,0,4714,STANDBY
-0.9399999976158142,0.5699999928474426,9.6899995803833,0.0,0.0,0.0,1006.7362670898438,24.31999969482422,-0.1395748108625412,-0.5811619758605957,0,0,0.0,0.0,0.0,0,0,0.054475538432598114,0.0,-0.013367107138037682,-0.9521775245666504,-89.0,-89.0,0.0,4814,4814,84924,4801,0,4814,STANDBY
-0.9599999785423279,0.5,9.680000305175781,0.0,0.0,0.0,1006.721435546875,24.309999465942383,-0.07267652451992035,-0.07107333093881607,0,0,0.0,0.0,0.0,0,0,0.05456709489226341,0.0,-0.013214514590799809,-0.9522080421447754,-89.0,-89.0,0.0,4914,4914,85028,4907,0,4914,STANDBY
-0.9200000166893005,0.5299999713897705,9.680000305175781,0.0,0.0,0.0,1006.7429809570312,24.31999969482422,-0.1870836615562439,-0.1968090981245041,0,0,0.0,0.0,0.0,0,0,0.054322946816682816,0.0,-0.014038514345884323,-0.9519943594932556,-89.0,-89.0,0.0,5014,5014,85134,5012,0,5014,STANDBY
-0.9300000071525574,0.6000000238418579,9.680000305175781,0.0,0.0,0.0,1006.72216796875,24.31999969482422,-0.10186146199703217,-0.18925446271896362,0,0,0.0,0.0,0.0,0,0,0.054353464394807816,0.0,-0.01355021819472313,-0.9520553946495056,-89.0,-89.0,0.0,5114,5114,85222,5099,0,5114,STANDBY
-0.949999988079071,0.5199999809265137,9.6899995803833,0.0,0.0,0.0,1006.7413940429688,24.31999969482422,-0.1410122811794281,0.21555781364440918,0,0,0.0,0.0,0.0,0,0,0.05475020781159401,0.0,-0.012451551854610443,-0.9523911476135254,-89.0,-89.0,0.0,5214,5214,85327,5204,0,5214,STANDBY
-0.9200000166893005,0.5199999809265137,9.680000305175781,0.0,0.0,0.0,1006.7362670898438,24.31999969482422,-0.14251405000686646,-0.02831657975912094,0,0,0.0,0.0,0.0,0,0,0.05475020781159401,0.0,-0.012848292477428913,-0.9524827003479004,-89.0,-89.0,0.0,5314,5314,85432,5310,0,5314,STANDBY
-0.9300000071525574,0.6100000143051147,9.6899995803833,0.0,0.0,0.0,1006.7304077148438,24.31999969482422,-0.10040482878684998,0.08848463743925095,0,0,0.0,0.0,0.0,0,0,0.054994355887174606,0.0,-0.011932737194001675,-0.9527878761291504,-89.0,-89.0,0.0,5414,5414,85520,5397,0,5414,STANDBY
