imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,baro_pressure_hPa,baro_temperature_C,baro_altitude_m,baro_climbRate_mps,gps_latE7,gps_lonE7,gps_altitude_m,gps_speed_mps,gps_heading_deg,gps_sats,gps_fix,roll_deg,filterRoll_deg,pitch_deg,yaw_deg,servoDegree_deg,baroTimeMs,gpsTimeMs,aTimeMs,aRxTimeMs,state,timeMs,stateStr
-0.3499999940395355,-10.15999984741211,0.9599999785423279,0.0,0.0,0.10000000149011612,1022.9413452148438,22.489999771118164,0.02336823008954525,0.0,0,0,0.0,0.0,0.0,0,0,-52.33000183105469,131.42999267578125,-31.950000762939453,175.74000549316406,0.0,4648,4648,186022,4648,0,4648,STANDBY
-0.3400000035762787,-10.15999984741211,0.9599999785423279,-0.10000000149011612,0.0,0.0,1022.9503173828125,22.489999771118164,-0.051929399371147156,-0.3011905252933502,0,0,0.0,0.0,0.0,0,0,-81.2699966430664,94.12999725341797,26.040000915527344,-54.25,0.0,4748,4748,190553,4740,0,4748,STANDBY
-0.3499999940395355,-10.149999618530273,0.9599999785423279,-0.10000000149011612,0.0,0.10000000149011612,1022.6967163085938,22.329999923706055,2.0070712566375732,8.043240547180176,0,0,0.0,0.0,0.0,0,0,-81.29000091552734,94.16000366210938,26.280000686645508,-54.220001220703125,0.0,4848,4848,190660,4847,0,4848,STANDBY
-0.3400000035762787,-10.15999984741211,0.9700000286102295,-0.10000000149011612,0.0,0.10000000149011612,1022.4591674804688,22.18000030517578,3.93365216255188,12.853997230529785,0,0,0.0,0.0,0.0,0,0,-81.33000183105469,94.19000244140625,26.18000030517578,-54.38999938964844,0.0,4948,4948,190756,4943,0,4948,STANDBY
-0.3499999940395355,-10.15999984741211,0.9700000286102295,-0.10000000149011612,-0.10000000149011612,0.10000000149011612,1022.4888916015625,22.200000762939453,3.6921803951263428,7.260671615600586,373986464,1267763712,0.0,0.12346666306257248,0.0,0,1,-81.37000274658203,94.2300033569336,25.989999771118164,-54.650001525878906,0.0,5048,5048,190852,5039,0,5048,STANDBY
-0.3400000035762787,-10.149999618530273,0.9700000286102295,0.0,-0.10000000149011612,0.0,1022.5166625976562,22.219999313354492,3.466287612915039,3.7432589530944824,373986464,1267763712,-10.100000381469727,0.12346666306257248,0.0,3,1,-81.41999816894531,94.26000213623047,25.81999969482422,-54.91999816894531,0.0,5148,5148,190960,5147,0,5148,STANDBY
-0.3400000035762787,-10.15999984741211,0.9700000286102295,0.0,0.0,0.10000000149011612,1022.544921875,22.239999771118164,3.2377982139587402,1.4817283153533936,373986464,1267763712,-10.100000381469727,0.12346666306257248,0.0,3,1,-81.45999908447266,94.31999969482422,25.6299991607666,-55.20000076293945,0.0,5248,5248,191055,5242,0,5248,STANDBY
-0.3499999940395355,-10.149999618530273,0.9700000286102295,0.0,-0.10000000149011612,0.10000000149011612,1022.3261108398438,22.100000381469727,5.0111870765686035,8.041861534118652,373986464,1267763712,-10.100000381469727,0.12346666306257248,0.0,3,1,-81.51000213623047,94.37999725341797,25.40999984741211,-55.5099983215332,0.0,5348,5348,191152,5339,0,5348,STANDBY
-0.3499999940395355,-10.149999618530273,0.9599999785423279,0.0,0.0,0.0,1022.11767578125,21.969999313354492,6.701489448547363,11.647954940795898,373986464,1267763712,-10.100000381469727,0.12346666306257248,0.0,3,1,-81.56999969482422,94.43000030517578,25.1299991607666,-55.880001068115234,0.0,5450,5450,191259,5445,0,5450,STANDBY
-0.3499999940395355,-10.149999618530273,0.9599999785423279,-0.10000000149011612,-0.10000000149011612,0.10000000149011612,1022.167724609375,22.010000228881836,6.296440124511719,5.834494113922119,373986464,1267763712,-10.100000381469727,0.12346666306257248,0.0,3,1,-81.62999725341797,94.41999816894531,24.889999389648438,-56.22999954223633,0.0,5550,5550,191354,5541,0,5550,STANDBY
-0.3400000035762787,-10.15999984741211,0.9700000286102295,-0.10000000149011612,-0.10000000149011612,0.10000000149011612,1022.2154541015625,22.040000915527344,5.9095659255981445,2.505904197692871,373986464,1267763712,-10.100000381469727,0.12346666306257248,0.0,3,1,-81.69999694824219,94.47000122070312,24.600000381469727,-56.68000030517578,0.0,5663,5663,191474,5663,0,5663,STANDBY
-0.3400000035762787,-10.15999984741211,0.9599999785423279,-0.10000000149011612,-0.10000000149011612,0.10000000149011612,1022.2648315429688,22.06999969482422,5.507112979888916,-0.006033062934875488,373986464,1267763712,-10.100000381469727,0.12346666306257248,0.0,3,1,-81.75,94.51000213623047,24.3700008392334,-57.029998779296875,0.0,5763,5763,191570,5757,0,5763,STANDBY
-0.3499999940395355,-10.15999984741211,0.9700000286102295,0.0,-0.10000000149011612,0.0,1022.042236328125,21.93000030517578,7.314256191253662,7.224711894989014,373986464,1267763712,-10.100000381469727,0.12346666306257248,0.0,3,1,-81.80999755859375,94.52999877929688,24.040000915527344,-57.47999954223633,0.0,5863,5863,191667,5854,0,5863,STANDBY
-0.3499999940395355,-10.15999984741211,0.9700000286102295,-0.10000000149011612,-0.10000000149011612,0.0,1021.829833984375,21.799999237060547,9.03571605682373,11.374639511108398,373986464,1267763712,-10.100000381469727,0.12346666306257248,0.0,3,1,-81.87000274658203,94.58000183105469,23.68000030517578,-57.970001220703125,0.0,5964,5964,191774,5959,0,5964,STANDBY
-0.3400000035762787,-10.149999618530273,0.9700000286102295,-0.10000000149011612,-0.10000000149011612,0.0,1021.90185546875,21.850000381469727,8.451510429382324,4.942946910858154,373986496,1267763712,-10.100000381469727,0.42184439301490784,0.0,3,1,-81.93000030517578,94.63999938964844,23.3700008392334,-58.400001525878906,0.0,6064,6064,191869,6057,0,6064,STANDBY
-0.3400000035762787,-10.149999618530273,0.9700000286102295,0.0,-0.10000000149011612,0.0,1021.9642944335938,21.889999389648438,7.9451985359191895,1.1382386684417725,373986496,1267763712,-10.399999618530273,0.42184439301490784,0.0,6,1,-81.98999786376953,94.69999694824219,23.010000228881836,-58.869998931884766,0.0,6164,6164,191966,6153,0,6164,STANDBY
-0.3499999940395355,-10.15999984741211,0.9599999785423279,-0.10000000149011612,-0.10000000149011612,0.10000000149011612,1022.0259399414062,21.93000030517578,7.446676254272461,-1.2656164169311523,373986496,1267763712,-10.399999618530273,0.42184439301490784,0.0,6,1,-82.05999755859375,94.70999908447266,22.6200008392334,-59.400001525878906,0.0,6264,6264,192073,6261,0,6264,STANDBY
-0.3499999940395355,-10.15999984741211,0.9599999785423279,-0.20000000298023224,-0.10000000149011612,0.10000000149011612,1022.0259399414062,21.93000030517578,7.446676254272461,-1.0124931335449219,373986496,1267763712,-10.399999618530273,0.42184439301490784,0.0,6,1,-82.12999725341797,94.69999694824219,22.31999969482422,-59.849998474121094,0.0,6315,6364,192169,6356,0,6364,STANDBY
