imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,baro_pressure_hPa,baro_temperature_C,baro_altitude_m,baro_climbRate_mps,gps_latE7,gps_lonE7,gps_altitude_m,gps_speed_mps,gps_heading_deg,gps_sats,gps_fix,roll_deg,filterRoll_deg,pitch_deg,yaw_deg,servoDegree_deg,baroTimeMs,gpsTimeMs,aTimeMs,aRxTimeMs,state,timeMs,stateStr
-0.03999999910593033,-0.18000000715255737,9.819999694824219,0.0,0.0,0.0,1019.7619018554688,19.100000381469727,0.15578819811344147,0.0,0,0,0.0,0.0,0.0,0,0,-0.0004882961511611938,-41.36000061035156,0.010193182155489922,-0.964659571647644,0.0,4583,4583,2315595,4583,0,4583,STANDBY
-0.05000000074505806,-0.18000000715255737,9.819999694824219,0.0,0.0,0.0,1019.7652587890625,19.100000381469727,0.1272270381450653,-0.09139571338891983,0,0,0.0,0.0,0.0,0,0,-0.0003662221133708954,-41.36000061035156,0.010132145136594772,-0.965391993522644,0.0,4683,4683,2320044,4665,0,4683,STANDBY
-0.05000000074505806,-0.1899999976158142,9.819999694824219,0.0,0.0,0.0,1019.76123046875,19.100000381469727,0.16098114848136902,0.049519896507263184,0,0,0.0,0.0,0.0,0,0,-0.00039674062281847,-41.36000061035156,0.010101626627147198,-0.965025782585144,0.0,4783,4783,2320159,4781,0,4783,STANDBY
-0.05000000074505806,-0.18000000715255737,9.819999694824219,0.0,0.0,0.0,1019.7628784179688,19.100000381469727,0.14799879491329193,-0.00985079724341631,0,0,0.0,0.0,0.0,0,0,-0.00033570360392332077,-41.36000061035156,0.0099795525893569,-0.964659571647644,0.0,4883,4883,2320256,4877,0,4883,STANDBY
-0.03999999910593033,-0.18000000715255737,9.8100004196167,0.0,0.0,0.0,1019.7628784179688,19.100000381469727,0.14799879491329193,-0.006304510869085789,0,0,0.0,0.0,0.0,0,0,-0.00030518509447574615,-41.36000061035156,0.010040589608252048,-0.964781641960144,0.0,4983,4983,2320351,4972,0,4983,STANDBY
-0.03999999910593033,-0.18000000715255737,9.819999694824219,0.0,0.0,0.0,1019.7605590820312,19.100000381469727,0.16617408394813538,0.054126035422086716,0,0,0.0,0.0,0.0,0,0,-0.00033570360392332077,-41.36000061035156,0.010010071098804474,-0.965025782585144,0.0,5083,5083,2320447,5068,0,5083,STANDBY
-0.03999999910593033,-0.18000000715255737,9.829999923706055,0.0,0.0,0.0,1019.76220703125,19.100000381469727,0.1531917303800583,-0.017288748174905777,0,0,0.0,0.0,0.0,0,0,-0.00033570360392332077,-41.36000061035156,0.0099795525893569,-0.964690089225769,0.0,5183,5183,2320543,5165,0,5183,STANDBY
-0.03999999910593033,-0.17000000178813934,9.819999694824219,0.0,0.0,0.0,1019.7605590820312,19.100000381469727,0.16617408394813538,0.04086461663246155,0,0,0.0,0.0,0.0,0,0,-0.00039674062281847,-41.36000061035156,0.00991851557046175,-0.964262843132019,0.0,5283,5283,2320658,5279,0,5283,STANDBY
-0.029999999329447746,-0.18000000715255737,9.819999694824219,0.0,0.0,0.0,1019.7605590820312,19.100000381469727,0.16617408394813538,0.03269169479608536,0,0,0.0,0.0,0.0,0,0,-0.0005188146606087685,-41.36000061035156,0.0098574785515666,-0.964079737663269,0.0,5334,5383,2320754,5376,0,5383,STANDBY
-0.03999999910593033,-0.18000000715255737,9.829999923706055,0.0,0.0,0.0,1019.76220703125,19.100000381469727,0.1531917303800583,-0.02062084712088108,0,0,0.0,0.0,0.0,0,0,-0.0005798516795039177,-41.36000061035156,0.0098574785515666,-0.9637745022773743,0.0,5434,5483,2320850,5472,0,5483,STANDBY
