imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,baro_pressure_hPa,baro_temperature_C,baro_altitude_m,baro_climbRate_mps,gps_latE7,gps_lonE7,gps_altitude_m,gps_speed_mps,gps_heading_deg,gps_sats,gps_fix,roll_deg,filterRoll_deg,pitch_deg,yaw_deg,servoDegree_deg,veltotal_cmps,velimu_cmps,baroTimeMs,gpsTimeMs,aTimeMs,aRxTimeMs,state,timeMs,stateStr
0.0,0.0,0.0,0.0,0.0,0.0,1008.6634521484375,37.790000915527344,0.02336823008954525,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4410,4410,2271,4410,0,4410,STANDBY
-0.09000000357627869,-0.05999999865889549,9.8100004196167,0.0,0.0,0.0,1008.5713500976562,37.72999954223633,0.5194043517112732,0.0,0,0,0.0,0.0,0.0,0,0,-0.03671376779675484,0.0,-0.00958281196653843,-0.39167454838752747,0.0,0.0,0.0,4510,4510,4989,4507,0,4510,STANDBY
0.0,-0.10000000149011612,9.8100004196167,0.0,0.0,0.0,1008.5575561523438,37.72999954223633,0.8028573989868164,2.338467597961426,0,0,0.0,0.0,0.0,0,0,-0.034424878656864166,0.0,-0.008697775192558765,-0.3984191417694092,0.0,0.0,0.0,4610,4610,5075,4593,0,4610,STANDBY
-0.07000000029802322,-0.05000000074505806,9.8100004196167,0.0,0.0,0.0,1008.5713500976562,37.72999954223633,0.7884252667427063,1.898606538772583,0,0,0.0,0.0,0.0,0,0,-0.032197028398513794,0.0,-0.00787377543747425,-0.4062623977661133,0.0,0.0,0.0,4710,4710,5178,4696,0,4710,STANDBY
-0.019999999552965164,-0.11999999731779099,9.8100004196167,0.0,0.0,0.0,1008.6812744140625,37.790000915527344,0.1258111298084259,-2.0362131595611572,0,0,0.0,0.0,0.0,0,0,-0.03003021329641342,0.0,-0.007110812701284885,-0.4137699604034424,0.0,0.0,0.0,4810,4810,5281,4799,0,4810,STANDBY
-0.05999999865889549,-0.05999999865889549,9.8100004196167,0.0,0.0,0.0,1008.688720703125,37.79999923706055,-0.1171863004565239,-4.0371503829956055,0,0,0.0,0.0,0.0,0,0,-0.0276192519813776,0.0,-0.006103701889514923,-0.4208502471446991,0.0,0.0,0.0,4910,4910,5384,4901,0,4910,STANDBY
-0.009999999776482582,-0.09000000357627869,9.8100004196167,0.0,0.0,0.0,1008.6702880859375,37.790000915527344,-0.08356588333845139,-1.9618911743164062,0,0,0.0,0.0,0.0,0,0,-0.025696584954857826,0.0,-0.005340739153325558,-0.4275338053703308,0.0,0.0,0.0,5010,5010,5487,5005,0,5010,STANDBY
-0.029999999329447746,-0.09000000357627869,9.800000190734863,0.0,0.0,0.0,1008.681884765625,37.79999923706055,-0.15387290716171265,-0.6055727601051331,0,0,0.0,0.0,0.0,0,0,-0.023499252274632454,0.0,-0.004425183869898319,-0.43403422832489014,0.0,0.0,0.0,5110,5110,5591,5108,0,5110,STANDBY
-0.029999999329447746,-0.09000000357627869,9.8100004196167,0.0,0.0,0.0,1008.688720703125,37.79999923706055,-0.18796008825302124,-0.4675857424736023,0,0,0.0,0.0,0.0,0,0,-0.02212592028081417,0.0,-0.003997924737632275,-0.43916136026382446,0.0,0.0,0.0,5210,5210,5677,5194,0,5210,STANDBY
-0.009999999776482582,-0.07999999821186066,9.800000190734863,0.0,0.0,0.0,1008.6921997070312,37.79999923706055,-0.19914692640304565,-0.20188917219638824,0,0,0.0,0.0,0.0,0,0,-0.0198370311409235,0.0,-0.0030518509447574615,-0.4450514316558838,0.0,0.0,0.0,5310,5310,5779,5297,0,5310,STANDBY
-0.07000000029802322,-0.029999999329447746,9.800000190734863,0.0,0.0,0.0,1008.6799926757812,37.790000915527344,-0.18413273990154266,-0.11724233627319336,0,0,0.0,0.0,0.0,0,0,-0.01825006864964962,0.0,-0.002227851189672947,-0.4506362974643707,0.0,0.0,0.0,5410,5410,5882,5400,0,5410,STANDBY
0.0,-0.12999999523162842,9.800000190734863,0.0,0.0,0.0,1008.6002197265625,37.7599983215332,0.21619351208209991,1.2190473079681396,0,0,0.0,0.0,0.0,0,0,-0.01672414317727089,0.0,-0.00158696249127388,-0.45603808760643005,0.0,0.0,0.0,5510,5510,5986,5504,0,5510,STANDBY
